@RELATION guest
@ATTRIBUTE timeOnSite NUMERIC
@ATTRIBUTE specialOffers NUMERIC
@ATTRIBUTE contentResort NUMERIC
@ATTRIBUTE contentTicket NUMERIC
@ATTRIBUTE income NUMERIC
@ATTRIBUTE children NUMERIC
@ATTRIBUTE class {-1,+1}
@DATA
0.49133119943908066,0.0468591887377402,0.8454562166798472,0.5210891699045473,0.3869713915476002,0.4660687720470671,-1
0.14654018490474963,0.7809607694045746,0.9672460846252312,0.20666435029626717,0.3513547368548239,0.585319209423492,-1
0.547619030346035,0.2616423610706168,0.3976632544137051,0.9187868033813914,0.8925990245707345,0.3494288755424354,-1
0.06441558930690094,0.25491876479390596,0.37977809107151617,0.9531847330999995,0.36484198959670566,0.13228588840529665,-1
0.7076245182365756,0.3675148549346473,0.797059080982982,0.5564524159412622,0.6833856315331843,0.9746939595929962,-1
0.9549297860373673,0.7815062872158409,0.6068477717911732,0.25721451046253996,0.24408741476604923,0.6952938958562995,-1
0.9215996178175248,0.5278956747867839,0.9557727346337441,0.7294758879782387,0.683960522749776,0.4546954126299868,-1
0.6834136026972983,0.3287170989875997,0.06085310678847888,0.883735675642247,0.20622307585538613,0.026353692927504446,-1
0.40225050693719655,0.78323176804494,0.8597693996960165,0.7320440744790114,0.8679144709154786,0.3466168526609401,-1
0.13326559426516382,0.05413115070058294,0.7073449605758749,0.6250317366530431,0.11925078192824079,0.1812391742583367,-1
0.4216681273430949,0.8610837707620722,0.6917294911981459,0.021120304966701253,0.7080514843905547,0.5717582387585044,-1
10.80775244144036,10.481021371807179,10.758139128035303,10.906983383794477,10.754785517004473,10.807205160446047,+1
0.9539234942721239,0.034811183505230825,0.5070401712226884,0.9545323976133822,0.8759849052787773,0.49035271762385,-1
10.756257838059387,10.976366226494505,10.231777350222547,10.643254256917029,10.70460391573844,10.399863320220826,+1
0.23561163736555668,0.14365648615711324,0.6111488046808039,0.997623724834148,0.4614365602407795,0.7794694474849777,-1
0.9454911353388264,0.8516159920599224,0.2905220291755679,0.6027717730771095,0.5585138054260371,0.7208678781402474,-1
10.157177879496514,10.339455433466314,10.500247163637482,10.057970214706495,10.97864089339371,10.812361493584403,+1
0.5704384913668401,0.049947076516748345,0.20679895997615894,0.09833125340395255,0.8956550072912203,0.5139284473966321,-1
0.8158627146308859,0.06621313236973114,0.6688165505629586,0.9179427236984672,0.615034019591228,0.20231369172225522,-1
0.898536714239493,0.3887486034880663,0.7086730489011602,0.09346186651238753,0.5898923818241449,0.5466857353182459,-1
0.4950353073940281,0.9124878682753363,0.47669914947602154,0.5757486251481752,0.05689877527772169,0.31970977896045916,-1
0.19746337412889636,0.7176286544524922,0.4685951077578685,0.41655496341108433,0.06876000512568248,0.927070852854205,-1
0.17615026348674967,0.710139662446907,0.2779149229066613,0.8654963458532199,0.7519381827235991,0.8873969289875873,-1
0.32397876408807635,0.48284730913032636,0.3754542578006532,0.049456986636546185,0.7688739675463224,0.00996106749412673,-1
0.5332856975838255,0.9468830140241915,0.01939959419050208,0.6473931762501274,0.2970934938666985,0.129334825069513,-1
0.18846632057498136,0.9894414181797363,0.5382024899009084,0.8841860532656287,0.7013890316762187,0.0164051354011151,-1
0.25405404390077413,0.7777077874800906,0.8492936987268604,0.4851363627977028,0.3816557877468528,0.5169463998710305,-1
0.67536146581548,0.8811911675275526,0.3593970146543589,0.7061807912352382,0.959596337692047,0.5547128446438706,-1
0.7255963891375936,0.6782012106434181,0.9635950911225926,0.3567425266694816,0.18432150587636742,0.5056448131774435,-1
0.6398236816494921,0.8529068269113587,0.4664728843561974,0.833697791843111,0.17593450991556292,0.459695786848187,-1
0.3244785500318228,0.800843296303769,0.9522482798913302,0.07845609349318827,0.5849128207931255,0.06291983106426491,-1
0.3402074207468141,0.5343217061170935,0.353076296701585,0.016927937663626547,0.4544273966734762,0.9808537231365383,-1
0.16182955692983192,0.046310771910449855,0.46956023974871075,0.7130874697303929,0.976750133495853,0.4944795533572255,-1
10.456662626698403,10.583331678842807,10.646147512173743,10.151516181432381,10.581909992090967,10.157980866715773,+1
0.5203515143579147,0.6216847664017782,0.7908044792354276,0.9413790016289194,0.776977148961482,0.514735546662407,-1
0.6192095142483995,0.8697088294583857,0.43855456973664275,0.6919844939711468,0.3505208325101399,0.8573158632042395,-1
0.941360103800927,0.7553196239320237,0.07173224503157394,0.808138080832419,0.055477209778375336,0.5739941641619424,-1
0.882674680390716,0.8681521208219254,0.9019855900281296,0.5417349169881642,0.42611685167492397,0.1148846602373238,-1
0.9943908962490855,0.3062183355937679,0.1982997053017055,0.2273831086790834,0.6174819444709154,0.7417997844358079,-1
0.6778588166518622,0.9891621890561045,0.7886710829289182,0.6566411928695498,0.27191548405013033,0.18613105123464324,-1
0.9088521662123954,0.2294276556703334,0.5012230323044367,0.40922520173274946,0.6627888940513044,0.5018172683090267,-1
0.6032714434728595,0.11339987302538268,0.6396173136005906,0.7156354233322454,0.4113314722279836,0.6504575035063077,-1
0.13957322918163517,0.42668766920355405,0.26808864033085467,0.925381008386389,0.04102323044592715,0.3894211549181198,-1
0.7428777988973876,0.44370444655555996,0.8158038955546183,0.39919924361701487,0.5943138218465411,0.512198375317053,-1
0.45186485924560615,0.06495026648093227,0.5719002764764801,0.3829320299645942,0.5660775538653681,0.7028750097177454,-1
0.5738465981705599,0.41071481180107283,0.4597679658202105,0.06844385962045474,0.85129236611629,2.3199819992969495E-4,-1
0.5759756673241302,0.3291429858794951,0.05949118733423242,0.7531890268038178,0.7353445213119064,0.44986641509302205,-1
10.613679858791075,10.553100626645978,10.358832955803825,10.774795423821178,10.6900255489403,10.549448385528068,+1
0.9278232923352141,0.08755195715007558,0.8196434332350102,0.8833903664598407,0.11534588026049886,0.11356063047347253,-1
0.725884632170799,0.40992946821191667,0.42672635822726157,0.4526085684603861,0.8532437090570075,0.6792874792409791,-1
0.30795296180512144,0.5894064340447757,0.5456386126533571,0.8856836468262896,0.15271022384806354,0.7997258846326835,-1
10.01317758211723,10.706963092144653,10.234385122439525,10.081849301391108,10.727165057204072,10.426339322538999,+1
0.06230377111257146,0.03876883065873016,0.8900441150362086,0.18576517636522405,0.9991371783855534,0.3754684989705145,-1
0.8608833318224146,0.765102630725047,0.11840783508717667,0.36098289403708306,0.11901762296689677,0.976465146539541,-1
0.5581493268303065,0.35389571369533435,0.10366405134040246,0.46115735124272916,0.3051087582535922,0.5504205087149248,-1
0.4126138971317883,0.7103296478434892,0.8700424677484997,0.635161952991299,0.2300419621463513,0.8420984702528705,-1
0.3412470825225272,0.2371870152846587,0.8817350009568853,0.39799020925218953,0.7468962478638322,0.6557008459706755,-1
0.35553357825496334,0.9009808644139897,0.6800875866976052,0.19365006141692187,0.09161441473721021,0.5854784220771936,-1
10.293634813737583,10.66116136485979,10.387721642046106,10.740049340021237,10.165215372959556,10.520597317143913,+1
0.7316917400426074,0.018837139930961033,0.7850477568671586,0.6231725983812909,0.9367863713864565,0.7698465977704579,-1
10.006627293492901,10.287183797455677,10.970695016099738,10.0426065203225,10.675178469792685,10.160794089933075,+1
0.7713267616654566,0.5822183014743675,0.3548578601917267,0.2987282869059047,0.20646697338092357,0.6775143873660934,-1
0.37449423639372637,0.14565796377373086,0.3716079878481934,0.6271418578170926,0.47258336236470655,0.5073231626120493,-1
0.7381294650897475,0.6470913845807096,0.3881418792936223,0.7566055059335665,0.4756012984078569,0.8437218529137708,-1
0.7582677385479052,0.041926853568113764,0.6652926407503301,0.6655947443975146,0.5307902708856932,0.6076012750589528,-1
0.08773637459641426,0.15928639958654334,0.37108841230481937,0.15034547693758193,0.1950511970834864,0.6740239199373717,-1
0.5764865364529764,0.7371824216539767,0.700298909478287,0.01147577542608269,0.12832219429250957,0.30740179225300557,-1
0.04987055873928359,0.6285589118445427,0.9225197166056718,0.09171666799121103,0.022636962132017935,0.22434451416880097,-1
0.663909949696354,0.5673663210343979,0.9724937777649205,0.20038107826283036,0.5458564520745093,0.517005480472211,-1
0.06034723181811763,0.4128573848600118,0.6306461098632741,0.3560752754751336,0.7332315558610221,0.5887494720166926,-1
0.46693055306714415,0.0875779753224426,0.24850297166184965,0.027654014837876995,0.15155932095717273,0.6208022246131573,-1
0.37852831128005315,0.15628428498204006,0.404492959453154,0.44357590508462574,0.40233270860155435,0.5504415116999675,-1
0.08530517779155355,0.8002432676228257,0.5925736666722834,0.7927358262984902,0.9879752818779329,0.20512878393235578,-1
0.14378198113077223,0.6225462301423068,0.36135671175722006,0.17147690180298636,0.22770738511026434,0.07464128850513263,-1
0.2467631492457517,0.480715272132786,0.9493729887273326,0.8978646961878628,0.36727194030300414,0.05510137524662262,-1
0.0442469789096499,0.9409619750809669,0.07529908275411268,0.9932966360825854,0.04517423349741945,0.5541759551532646,-1
10.64001255380559,10.945677313671558,10.002837565286573,10.176072863920798,10.563035652919897,10.761740019759822,+1
0.5140015614311827,0.8462476233753913,0.7731676535210636,0.8409833558030718,0.1911517867642729,0.23416400800435677,-1
0.21175413384730002,0.9124268477594638,0.5278050445640828,0.4758708392199835,0.5976139801107497,0.44300741144591915,-1
0.8400133323240638,0.8863692708880571,0.21459807563205924,0.037852502403623034,0.8281648553985428,0.043703009977924756,-1
0.33675157448779447,0.4186854806782445,0.9402680774211617,0.47669678936386795,0.20893491866451674,0.1268538271743218,-1
0.975532303208762,0.41290639483028946,0.7896979782946323,0.38223374237132335,0.47011183310519267,0.8305977584410816,-1
0.43215171381899187,0.8639852047790276,0.750294564052983,0.9823765551836292,0.13765272109517956,0.5844447000336499,-1
0.027552891716435157,0.9018925353706743,0.14954978566793586,0.3320961216627216,0.0899119800944479,0.23870093938170334,-1
0.04657101940606889,0.29902253038863347,0.3486814711288194,0.5248342211207663,0.9053497468167213,0.6040524479352838,-1
0.9463995682121603,0.3044108510334729,0.11533761445297597,0.38504758787989746,0.559465140053368,0.773288738177057,-1
0.602571242908519,0.035878173950379066,0.18710687826541916,0.6955944638708844,0.7114680867980031,0.3303449366432901,-1
0.6072983613159927,0.5478564427125973,0.9349658887834145,0.1298220490986931,0.03508046173690571,0.8831016081302561,-1
0.4027602891972838,0.8400236077039858,0.31788934743456876,0.34982428666078036,0.1178770403355951,0.7828507437563011,-1
0.27702362636077016,0.4314002249578841,0.24278483831917863,0.006589809652230438,0.3632046066137006,0.6414063230288419,-1
0.7727289198571519,0.9580503201433789,0.27256000437338834,0.5415027782392953,0.9258574955484894,0.6372034367124386,-1
0.021517451263737497,0.2415916768806129,0.4778827733185902,0.8441925752439456,0.32206688344430967,0.15397245913627533,-1
0.059343153630099454,0.5496672162543289,0.9105261212158576,0.5466327600909896,0.3942752726361163,0.882464381675294,-1
0.37906075989011445,0.7931292962329113,0.5068875479781111,0.6108771215992501,0.04354978788273367,0.5586151712271783,-1
0.8346615463040625,0.9484423690030956,0.6455051704589604,0.6151946207770624,0.46642734269103625,0.8396234354069144,-1
0.12254048877835766,0.9406535383847868,0.8340029434543168,0.21757156868264305,0.8631000765362092,0.13647733460144573,-1
0.9811582512289814,0.7458673663826875,0.046616650795954895,0.6158931266263044,0.4362012021273667,0.9756293061606637,-1
0.016148670106477137,0.15313438687070746,0.9478803599469414,0.42362834222768286,0.038859220644333226,0.9351722974721721,-1
0.21336221568889713,0.353574914198855,0.3546309918473899,0.657886313824325,0.9146420422279709,0.91248536074921,-1
10.567128745528862,10.564330439673459,10.01380340969686,10.016788019482775,10.757574606363558,10.542071139733835,+1
